Getting Better	Getting Worse	Undecided	Staying the Same	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
13.0	83.0	2.0	3.0	gallup-4401	Gallup	2008-12-14	2008-12-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	73.0	7.0	13.0	rasmussen-4329	Rasmussen	2008-12-14	2008-12-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	84.0	2.0	2.0	gallup-4400	Gallup	2008-12-13	2008-12-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	73.0	6.0	12.0	rasmussen-4328	Rasmussen	2008-12-13	2008-12-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
9.0	64.0	1.0	25.0	abc-news-4940	ABC News	2008-12-03	2008-12-15		Adults	500	4.5	Live Phone	Nonpartisan	None
13.0	83.0	2.0	2.0	gallup-4399	Gallup	2008-12-12	2008-12-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	73.0	5.0	14.0	rasmussen-4327	Rasmussen	2008-12-12	2008-12-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	83.0	2.0	3.0	gallup-4398	Gallup	2008-12-11	2008-12-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	73.0	4.0	13.0	rasmussen-4326	Rasmussen	2008-12-11	2008-12-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	83.0	2.0	2.0	gallup-4397	Gallup	2008-12-10	2008-12-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	72.0	5.0	14.0	rasmussen-4325	Rasmussen	2008-12-10	2008-12-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	83.0	1.0	3.0	gallup-4396	Gallup	2008-12-09	2008-12-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	71.0	5.0	13.0	rasmussen-4324	Rasmussen	2008-12-09	2008-12-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	82.0	2.0	2.0	gallup-4395	Gallup	2008-12-08	2008-12-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	70.0	6.0	13.0	rasmussen-4323	Rasmussen	2008-12-08	2008-12-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	81.0	2.0	3.0	gallup-4394	Gallup	2008-12-07	2008-12-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	69.0	6.0	14.0	rasmussen-4322	Rasmussen	2008-12-07	2008-12-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	82.0	2.0	3.0	gallup-4393	Gallup	2008-12-06	2008-12-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	71.0	6.0	13.0	rasmussen-4321	Rasmussen	2008-12-06	2008-12-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
8.0	60.0	3.0	29.0	cbs-news-4355	CBS News	2008-12-04	2008-12-08	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1390	3.0	Live Phone	Nonpartisan	None
12.0	83.0	2.0	3.0	gallup-4392	Gallup	2008-12-05	2008-12-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	72.0	6.0	14.0	rasmussen-4320	Rasmussen	2008-12-05	2008-12-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	77.0	2.0	8.0	gallup-4462	Gallup	2008-12-04	2008-12-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1009	3.0	Live Phone	Nonpartisan	None
12.0	83.0	2.0	3.0	gallup-4391	Gallup	2008-12-04	2008-12-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	73.0	7.0	13.0	rasmussen-4319	Rasmussen	2008-12-04	2008-12-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	81.0	3.0	3.0	gallup-4390	Gallup	2008-12-03	2008-12-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	71.0	6.0	15.0	rasmussen-4318	Rasmussen	2008-12-03	2008-12-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	79.0	3.0	3.0	gallup-4389	Gallup	2008-12-02	2008-12-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	69.0	5.0	15.0	rasmussen-4317	Rasmussen	2008-12-02	2008-12-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	78.0	3.0	3.0	gallup-4388	Gallup	2008-12-01	2008-12-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	67.0	5.0	16.0	rasmussen-4316	Rasmussen	2008-12-01	2008-12-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	76.0	2.0	5.0	gallup-4387	Gallup	2008-11-30	2008-12-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	66.0	7.0	16.0	rasmussen-4338	Rasmussen	2008-11-30	2008-12-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	74.0	3.0	5.0	gallup-4384	Gallup	2008-11-29	2008-12-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	67.0	7.0	15.0	rasmussen-4315	Rasmussen	2008-11-29	2008-12-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	73.0	3.0	5.0	gallup-4383	Gallup	2008-11-28	2008-11-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	66.0	7.0	16.0	rasmussen-4314	Rasmussen	2008-11-25	2008-11-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	77.0	3.0	4.0	gallup-4382	Gallup	2008-11-26	2008-11-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
16.0	78.0	3.0	3.0	gallup-4381	Gallup	2008-11-25	2008-11-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	77.0	3.0	4.0	gallup-4380	Gallup	2008-11-24	2008-11-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	76.0	3.0	4.0	gallup-4379	Gallup	2008-11-23	2008-11-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	7.0	14.0	rasmussen-4312	Rasmussen	2008-11-23	2008-11-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	3.0	4.0	gallup-4378	Gallup	2008-11-22	2008-11-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	66.0	10.0	15.0	rasmussen-4311	Rasmussen	2008-11-22	2008-11-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
12.0	82.0	2.0	4.0	gallup-4377	Gallup	2008-11-21	2008-11-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	8.0	13.0	rasmussen-4310	Rasmussen	2008-11-21	2008-11-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
12.0	84.0	2.0	2.0	gallup-4376	Gallup	2008-11-20	2008-11-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	71.0	6.0	14.0	rasmussen-4309	Rasmussen	2008-11-20	2008-11-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	65.0	2.0	18.0	arg-4783	ARG	2008-11-19	2008-11-21	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
13.0	83.0	2.0	2.0	gallup-4375	Gallup	2008-11-19	2008-11-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	74.0	4.0	13.0	rasmussen-4308	Rasmussen	2008-11-19	2008-11-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	2.0	2.0	gallup-4450	Gallup	2008-11-18	2008-11-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	72.0	5.0	13.0	rasmussen-4307	Rasmussen	2008-11-18	2008-11-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	3.0	3.0	gallup-4449	Gallup	2008-11-17	2008-11-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	69.0	6.0	13.0	rasmussen-4306	Rasmussen	2008-11-17	2008-11-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	80.0	3.0	3.0	gallup-4448	Gallup	2008-11-16	2008-11-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	69.0	7.0	14.0	rasmussen-4305	Rasmussen	2008-11-16	2008-11-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	82.0	3.0	2.0	gallup-4447	Gallup	2008-11-15	2008-11-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	7.0	13.0	rasmussen-4304	Rasmussen	2008-11-15	2008-11-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	81.0	2.0	3.0	gallup-4374	Gallup	2008-11-14	2008-11-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	69.0	8.0	15.0	rasmussen-4303	Rasmussen	2008-11-14	2008-11-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	2.0	5.0	gallup-4463	Gallup	2008-11-13	2008-11-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1009	3.0	Live Phone	Nonpartisan	None
16.0	55.0	1.0	28.0	abc-news-4939	ABC News	2008-11-05	2008-11-16		Adults	500	4.5	Live Phone	Nonpartisan	None
15.0	79.0	2.0	3.0	gallup-4373	Gallup	2008-11-13	2008-11-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	7.0	14.0	rasmussen-4302	Rasmussen	2008-11-13	2008-11-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	78.0	2.0	3.0	gallup-4372	Gallup	2008-11-12	2008-11-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	69.0	8.0	15.0	rasmussen-4301	Rasmussen	2008-11-12	2008-11-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	3.0	3.0	gallup-4371	Gallup	2008-11-11	2008-11-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	69.0	7.0	15.0	rasmussen-4300	Rasmussen	2008-11-11	2008-11-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4370	Gallup	2008-11-10	2008-11-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	8.0	14.0	rasmussen-4299	Rasmussen	2008-11-10	2008-11-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	77.0	3.0	3.0	gallup-4369	Gallup	2008-11-09	2008-11-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	8.0	14.0	rasmussen-4298	Rasmussen	2008-11-09	2008-11-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	75.0	3.0	4.0	gallup-4368	Gallup	2008-11-08	2008-11-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	69.0	8.0	14.0	rasmussen-4297	Rasmussen	2008-11-08	2008-11-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	75.0	3.0	4.0	gallup-4367	Gallup	2008-11-07	2008-11-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	7.0	14.0	rasmussen-4296	Rasmussen	2008-11-07	2008-11-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	2.0	4.0	gallup-4366	Gallup	2008-11-06	2008-11-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	69.0	6.0	14.0	rasmussen-4295	Rasmussen	2008-11-06	2008-11-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	76.0	2.0	4.0	gallup-4365	Gallup	2008-11-05	2008-11-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	70.0	6.0	13.0	rasmussen-4294	Rasmussen	2008-11-05	2008-11-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
21.0	74.0	3.0	3.0	gallup-4364	Gallup	2008-11-04	2008-11-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	68.0	6.0	14.0	rasmussen-4293	Rasmussen	2008-11-04	2008-11-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	75.0	3.0	3.0	gallup-4363	Gallup	2008-11-03	2008-11-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	66.0	7.0	15.0	rasmussen-4292	Rasmussen	2008-11-03	2008-11-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	64.0	7.0	15.0	rasmussen-4609	Rasmussen	2008-11-02	2008-11-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	78.0	3.0	3.0	gallup-4362	Gallup	2008-11-02	2008-11-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	79.0	1.0	3.0	gallup-4361	Gallup	2008-11-01	2008-11-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	63.0	7.0	16.0	rasmussen-4225	Rasmussen	2008-11-01	2008-11-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
18.0	79.0	1.0	3.0	gallup-4386	Gallup	2008-10-31	2008-11-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	65.0	7.0	15.0	rasmussen-4109	Rasmussen	2008-10-31	2008-11-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
17.0	78.0	2.0	4.0	gallup-4620	Gallup	2008-10-30	2008-11-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	65.0	7.0	14.0	rasmussen-4050	Rasmussen	2008-10-30	2008-11-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
16.0	79.0	2.0	3.0	gallup-4624	Gallup	2008-10-29	2008-10-31	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
15.0	66.0	6.0	13.0	rasmussen-4011	Rasmussen	2008-10-29	2008-10-31	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
15.0	79.0	3.0	4.0	gallup-4625	Gallup	2008-10-28	2008-10-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
16.0	65.0	6.0	14.0	rasmussen-3952	Rasmussen	2008-10-28	2008-10-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
14.0	81.0	2.0	3.0	gallup-4626	Gallup	2008-10-27	2008-10-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	66.0	6.0	15.0	rasmussen-3892	Rasmussen	2008-10-27	2008-10-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
8.0	57.0	3.0	32.0	cbs-times-3939	CBS/Times	2008-10-25	2008-10-29	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1439	3.0	Live Phone	Nonpartisan	None
13.0	83.0	2.0	3.0	gallup-4627	Gallup	2008-10-26	2008-10-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	69.0	5.0	14.0	rasmussen-3832	Rasmussen	2008-10-26	2008-10-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	86.0	1.0	2.0	gallup-4628	Gallup	2008-10-25	2008-10-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	69.0	5.0	14.0	rasmussen-3790	Rasmussen	2008-10-25	2008-10-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	85.0	1.0	3.0	gallup-4629	Gallup	2008-10-24	2008-10-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	71.0	5.0	12.0	rasmussen-3723	Rasmussen	2008-10-24	2008-10-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	85.0	2.0	3.0	gallup-4630	Gallup	2008-10-23	2008-10-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	71.0	4.0	12.0	rasmussen-3688	Rasmussen	2008-10-23	2008-10-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	84.0	2.0	3.0	gallup-4631	Gallup	2008-10-22	2008-10-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	72.0	5.0	12.0	rasmussen-3674	Rasmussen	2008-10-22	2008-10-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
12.0	83.0	2.0	3.0	gallup-4632	Gallup	2008-10-21	2008-10-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	69.0	5.0	14.0	rasmussen-3632	Rasmussen	2008-10-21	2008-10-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
13.0	82.0	2.0	4.0	gallup-4633	Gallup	2008-10-20	2008-10-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	67.0	6.0	14.0	rasmussen-3596	Rasmussen	2008-10-20	2008-10-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	57.0	2.0	30.0	cbs-times-3622	CBS/Times	2008-10-19	2008-10-22	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1152	3.0	Live Phone	Nonpartisan	None
6.0	54.0	14.0	26.0	arg-4782	ARG	2008-10-19	2008-10-21	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
13.0	82.0	2.0	3.0	gallup-4634	Gallup	2008-10-19	2008-10-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
15.0	66.0	5.0	14.0	rasmussen-3549	Rasmussen	2008-10-19	2008-10-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
12.0	83.0	2.0	3.0	gallup-4635	Gallup	2008-10-18	2008-10-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	68.0	6.0	12.0	rasmussen-3506	Rasmussen	2008-10-18	2008-10-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
12.0	84.0	2.0	2.0	gallup-4636	Gallup	2008-10-17	2008-10-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	70.0	6.0	12.0	rasmussen-3464	Rasmussen	2008-10-17	2008-10-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
11.0	85.0	2.0	2.0	gallup-4637	Gallup	2008-10-16	2008-10-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	70.0	7.0	12.0	rasmussen-3445	Rasmussen	2008-10-16	2008-10-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	85.0	2.0	3.0	gallup-4638	Gallup	2008-10-15	2008-10-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	73.0	6.0	10.0	rasmussen-3430	Rasmussen	2008-10-15	2008-10-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
12.0	83.0	3.0	2.0	gallup-4639	Gallup	2008-10-14	2008-10-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	69.0	6.0	12.0	rasmussen-3391	Rasmussen	2008-10-14	2008-10-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
14.0	81.0	3.0	2.0	gallup-4640	Gallup	2008-10-13	2008-10-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
15.0	68.0	5.0	12.0	rasmussen-3355	Rasmussen	2008-10-13	2008-10-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
14.0	82.0	3.0	2.0	gallup-4641	Gallup	2008-10-12	2008-10-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	68.0	6.0	12.0	rasmussen-3311	Rasmussen	2008-10-12	2008-10-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
12.0	84.0	2.0	2.0	gallup-4642	Gallup	2008-10-11	2008-10-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	73.0	6.0	10.0	rasmussen-3272	Rasmussen	2008-10-11	2008-10-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
5.0	67.0	2.0	26.0	cbs-times-3309	CBS/Times	2008-10-10	2008-10-13	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1070	3.0	Live Phone	Nonpartisan	None
2.0	82.0	2.0	13.0	abc-news-4938	ABC News	2008-10-01	2008-10-13		Adults	500	4.5	Live Phone	Nonpartisan	None
10.0	87.0	2.0	2.0	gallup-4643	Gallup	2008-10-10	2008-10-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	84.0	3.0	5.0	usa-today-gallup-3258	USA Today/Gallup	2008-10-10	2008-10-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1269	3.0	Live Phone	Nonpartisan	None
8.0	76.0	6.0	10.0	rasmussen-3234	Rasmussen	2008-10-10	2008-10-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	87.0	11.0	2.0	gallup-4644	Gallup	2008-10-09	2008-10-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
7.0	77.0	6.0	10.0	rasmussen-3226	Rasmussen	2008-10-09	2008-10-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	3000	2.0	Automated Phone	Nonpartisan	None
10.0	87.0	1.0	2.0	gallup-4645	Gallup	2008-10-08	2008-10-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
